prompt_type,text,label
MEDICINE_CONFIRMATION_PROMPT,잊고 있었어요.,1
MEDICINE_CONFIRMATION_PROMPT,약 먹는 걸 까먹었어요.,1
MEDICINE_CONFIRMATION_PROMPT,아직 안 먹었어요.,1
MEDICINE_CONFIRMATION_PROMPT,안 먹었네요.,1
MEDICINE_CONFIRMATION_PROMPT,오늘은 약 안 챙겼어요.,1
MEDICINE_CONFIRMATION_PROMPT,영감이 먹었다카이.,2
MEDICINE_CONFIRMATION_PROMPT,잘 기억이 안 나요.,2
MEDICINE_CONFIRMATION_PROMPT,생각이 안 나네요.,2
MEDICINE_CONFIRMATION_PROMPT,응답이 없어요.,2
MEDICINE_CONFIRMATION_PROMPT,그게... 글쎄요.,2
MEDICINE_CONFIRMATION_PROMPT,영감이 먹었다카이.,2
MEDICINE_CONFIRMATION_PROMPT,잘 기억이 안 나요.,2
MEDICINE_CONFIRMATION_PROMPT,생각이 안 나네요.,2
MEDICINE_CONFIRMATION_PROMPT,응답이 없어요.,2
MEDICINE_CONFIRMATION_PROMPT,그게... 글쎄요.,2
MEDICINE_CONFIRMATION_PROMPT,영감이 먹었다카이.,2
MEDICINE_CONFIRMATION_PROMPT,잘 기억이 안 나요.,2
MEDICINE_CONFIRMATION_PROMPT,생각이 안 나네요.,2
MEDICINE_CONFIRMATION_PROMPT,응답이 없어요.,2
MEDICINE_CONFIRMATION_PROMPT,그게... 글쎄요.,2
MEDICINE_CONFIRMATION_PROMPT,영감이 먹었다카이.,2
MEDICINE_CONFIRMATION_PROMPT,잘 기억이 안 나요.,2
MEDICINE_CONFIRMATION_PROMPT,생각이 안 나네요.,2
MEDICINE_CONFIRMATION_PROMPT,응답이 없어요.,2
MEDICINE_CONFIRMATION_PROMPT,그게... 글쎄요.,2
MEDICINE_CONFIRMATION_PROMPT,영감이 먹었다카이.,2
MEDICINE_CONFIRMATION_PROMPT,잘 기억이 안 나요.,2
MEDICINE_CONFIRMATION_PROMPT,생각이 안 나네요.,2
MEDICINE_CONFIRMATION_PROMPT,응답이 없어요.,2
MEDICINE_CONFIRMATION_PROMPT,그게... 글쎄요.,2
MEDICINE_CONFIRMATION_PROMPT,영감이 먹었다카이.,2
MEDICINE_CONFIRMATION_PROMPT,잘 기억이 안 나요.,2
MEDICINE_CONFIRMATION_PROMPT,생각이 안 나네요.,2
MEDICINE_CONFIRMATION_PROMPT,응답이 없어요.,2
MEDICINE_CONFIRMATION_PROMPT,그게... 글쎄요.,2
MEDICINE_CONFIRMATION_PROMPT,영감이 먹었다카이.,2
MEDICINE_CONFIRMATION_PROMPT,잘 기억이 안 나요.,2
MEDICINE_CONFIRMATION_PROMPT,생각이 안 나네요.,2
DAILY_TALKING_PROMPT,오늘 날씨가 좋네요.,0
DAILY_TALKING_PROMPT,요즘은 기분이 좀 괜찮아요.,0
DAILY_TALKING_PROMPT,따뜻한 차 한 잔 하고 싶어요.,0
DAILY_TALKING_PROMPT,산책 나갔다 왔어요.,0
DAILY_TALKING_PROMPT,오늘도 평온했어요.,0
DAILY_TALKING_PROMPT,오늘 날씨가 좋네요.,0
DAILY_TALKING_PROMPT,요즘은 기분이 좀 괜찮아요.,0
DAILY_TALKING_PROMPT,따뜻한 차 한 잔 하고 싶어요.,0
DAILY_TALKING_PROMPT,산책 나갔다 왔어요.,0
DAILY_TALKING_PROMPT,오늘도 평온했어요.,0
DAILY_TALKING_PROMPT,오늘 날씨가 좋네요.,0
DAILY_TALKING_PROMPT,요즘은 기분이 좀 괜찮아요.,0
DAILY_TALKING_PROMPT,따뜻한 차 한 잔 하고 싶어요.,0
DAILY_TALKING_PROMPT,산책 나갔다 왔어요.,0
DAILY_TALKING_PROMPT,오늘도 평온했어요.,0
DAILY_TALKING_PROMPT,오늘 날씨가 좋네요.,0
DAILY_TALKING_PROMPT,요즘은 기분이 좀 괜찮아요.,0
DAILY_TALKING_PROMPT,따뜻한 차 한 잔 하고 싶어요.,0
DAILY_TALKING_PROMPT,산책 나갔다 왔어요.,0
DAILY_TALKING_PROMPT,오늘도 평온했어요.,0
DAILY_TALKING_PROMPT,오늘 날씨가 좋네요.,0
DAILY_TALKING_PROMPT,요즘은 기분이 좀 괜찮아요.,0
DAILY_TALKING_PROMPT,따뜻한 차 한 잔 하고 싶어요.,0
DAILY_TALKING_PROMPT,산책 나갔다 왔어요.,0
DAILY_TALKING_PROMPT,오늘도 평온했어요.,0
DAILY_TALKING_PROMPT,오늘 날씨가 좋네요.,0
DAILY_TALKING_PROMPT,요즘은 기분이 좀 괜찮아요.,0
DAILY_TALKING_PROMPT,따뜻한 차 한 잔 하고 싶어요.,0
DAILY_TALKING_PROMPT,산책 나갔다 왔어요.,0
DAILY_TALKING_PROMPT,오늘도 평온했어요.,0
DAILY_TALKING_PROMPT,오늘 날씨가 좋네요.,0
DAILY_TALKING_PROMPT,요즘은 기분이 좀 괜찮아요.,0
DAILY_TALKING_PROMPT,따뜻한 차 한 잔 하고 싶어요.,0
DAILY_TALKING_PROMPT,산책 나갔다 왔어요.,0
DAILY_TALKING_PROMPT,오늘도 평온했어요.,0
DAILY_TALKING_PROMPT,오늘 날씨가 좋네요.,0
DAILY_TALKING_PROMPT,요즘은 기분이 좀 괜찮아요.,0
DAILY_TALKING_PROMPT,따뜻한 차 한 잔 하고 싶어요.,0
DAILY_TALKING_PROMPT,산책 나갔다 왔어요.,0
DAILY_TALKING_PROMPT,오늘도 평온했어요.,0
DAILY_TALKING_PROMPT,오늘 날씨가 좋네요.,0
DAILY_TALKING_PROMPT,요즘은 기분이 좀 괜찮아요.,0
DAILY_TALKING_PROMPT,따뜻한 차 한 잔 하고 싶어요.,0
DAILY_TALKING_PROMPT,산책 나갔다 왔어요.,0
DAILY_TALKING_PROMPT,오늘도 평온했어요.,0
DAILY_TALKING_PROMPT,오늘 날씨가 좋네요.,0
DAILY_TALKING_PROMPT,요즘은 기분이 좀 괜찮아요.,0
DAILY_TALKING_PROMPT,따뜻한 차 한 잔 하고 싶어요.,0
DAILY_TALKING_PROMPT,산책 나갔다 왔어요.,0
DAILY_TALKING_PROMPT,오늘도 평온했어요.,0
DAILY_TALKING_PROMPT,배가 너무 아파요.,1
DAILY_TALKING_PROMPT,숨이 잘 안 쉬어져요.,1
DAILY_TALKING_PROMPT,어지럽고 토할 것 같아요.,1
DAILY_TALKING_PROMPT,나 좀 살려줘요.,1
DAILY_TALKING_PROMPT,"너무 아파요, 병원 가야 할 것 같아요.",1
DAILY_TALKING_PROMPT,배가 너무 아파요.,1
DAILY_TALKING_PROMPT,숨이 잘 안 쉬어져요.,1
DAILY_TALKING_PROMPT,어지럽고 토할 것 같아요.,1
DAILY_TALKING_PROMPT,나 좀 살려줘요.,1
DAILY_TALKING_PROMPT,"너무 아파요, 병원 가야 할 것 같아요.",1
DAILY_TALKING_PROMPT,배가 너무 아파요.,1
DAILY_TALKING_PROMPT,숨이 잘 안 쉬어져요.,1
DAILY_TALKING_PROMPT,어지럽고 토할 것 같아요.,1
DAILY_TALKING_PROMPT,나 좀 살려줘요.,1
DAILY_TALKING_PROMPT,"너무 아파요, 병원 가야 할 것 같아요.",1
DAILY_TALKING_PROMPT,배가 너무 아파요.,1
DAILY_TALKING_PROMPT,숨이 잘 안 쉬어져요.,1
DAILY_TALKING_PROMPT,어지럽고 토할 것 같아요.,1
DAILY_TALKING_PROMPT,나 좀 살려줘요.,1
DAILY_TALKING_PROMPT,"너무 아파요, 병원 가야 할 것 같아요.",1
DAILY_TALKING_PROMPT,배가 너무 아파요.,1
DAILY_TALKING_PROMPT,숨이 잘 안 쉬어져요.,1
DAILY_TALKING_PROMPT,어지럽고 토할 것 같아요.,1
DAILY_TALKING_PROMPT,나 좀 살려줘요.,1
DAILY_TALKING_PROMPT,"너무 아파요, 병원 가야 할 것 같아요.",1
DAILY_TALKING_PROMPT,배가 너무 아파요.,1
DAILY_TALKING_PROMPT,숨이 잘 안 쉬어져요.,1
DAILY_TALKING_PROMPT,어지럽고 토할 것 같아요.,1
DAILY_TALKING_PROMPT,나 좀 살려줘요.,1
DAILY_TALKING_PROMPT,"너무 아파요, 병원 가야 할 것 같아요.",1
DAILY_TALKING_PROMPT,배가 너무 아파요.,1
DAILY_TALKING_PROMPT,숨이 잘 안 쉬어져요.,1
DAILY_TALKING_PROMPT,어지럽고 토할 것 같아요.,1
DAILY_TALKING_PROMPT,나 좀 살려줘요.,1
DAILY_TALKING_PROMPT,"너무 아파요, 병원 가야 할 것 같아요.",1
DAILY_TALKING_PROMPT,배가 너무 아파요.,1
DAILY_TALKING_PROMPT,숨이 잘 안 쉬어져요.,1
DAILY_TALKING_PROMPT,어지럽고 토할 것 같아요.,1
DAILY_TALKING_PROMPT,나 좀 살려줘요.,1
DAILY_TALKING_PROMPT,"너무 아파요, 병원 가야 할 것 같아요.",1
DAILY_TALKING_PROMPT,배가 너무 아파요.,1
DAILY_TALKING_PROMPT,숨이 잘 안 쉬어져요.,1
DAILY_TALKING_PROMPT,어지럽고 토할 것 같아요.,1
DAILY_TALKING_PROMPT,나 좀 살려줘요.,1
DAILY_TALKING_PROMPT,"너무 아파요, 병원 가야 할 것 같아요.",1
DAILY_TALKING_PROMPT,배가 너무 아파요.,1
DAILY_TALKING_PROMPT,숨이 잘 안 쉬어져요.,1
DAILY_TALKING_PROMPT,어지럽고 토할 것 같아요.,1
DAILY_TALKING_PROMPT,나 좀 살려줘요.,1
DAILY_TALKING_PROMPT,"너무 아파요, 병원 가야 할 것 같아요.",1
INTENT_INFERENCE_PROMPT,오늘 약 언제 먹어야 해?,0
INTENT_INFERENCE_PROMPT,약 먹을 시간 알려줘,0
INTENT_INFERENCE_PROMPT,약 챙길 시간이야?,0
INTENT_INFERENCE_PROMPT,이번 주 약 복용 스케줄 보여줘,0
INTENT_INFERENCE_PROMPT,이 약은 언제 먹는 거야?,0
INTENT_INFERENCE_PROMPT,오늘 약 언제 먹어야 해?,0
INTENT_INFERENCE_PROMPT,약 먹을 시간 알려줘,0
INTENT_INFERENCE_PROMPT,약 챙길 시간이야?,0
INTENT_INFERENCE_PROMPT,이번 주 약 복용 스케줄 보여줘,0
INTENT_INFERENCE_PROMPT,이 약은 언제 먹는 거야?,0
INTENT_INFERENCE_PROMPT,오늘 약 언제 먹어야 해?,0
INTENT_INFERENCE_PROMPT,약 먹을 시간 알려줘,0
INTENT_INFERENCE_PROMPT,약 챙길 시간이야?,0
INTENT_INFERENCE_PROMPT,이번 주 약 복용 스케줄 보여줘,0
INTENT_INFERENCE_PROMPT,이 약은 언제 먹는 거야?,0
INTENT_INFERENCE_PROMPT,오늘 약 언제 먹어야 해?,0
INTENT_INFERENCE_PROMPT,약 먹을 시간 알려줘,0
INTENT_INFERENCE_PROMPT,약 챙길 시간이야?,0
INTENT_INFERENCE_PROMPT,이번 주 약 복용 스케줄 보여줘,0
INTENT_INFERENCE_PROMPT,이 약은 언제 먹는 거야?,0
INTENT_INFERENCE_PROMPT,오늘 약 언제 먹어야 해?,0
INTENT_INFERENCE_PROMPT,약 먹을 시간 알려줘,0
INTENT_INFERENCE_PROMPT,약 챙길 시간이야?,0
INTENT_INFERENCE_PROMPT,이번 주 약 복용 스케줄 보여줘,0
INTENT_INFERENCE_PROMPT,이 약은 언제 먹는 거야?,0
INTENT_INFERENCE_PROMPT,오늘 약 언제 먹어야 해?,0
INTENT_INFERENCE_PROMPT,약 먹을 시간 알려줘,0
INTENT_INFERENCE_PROMPT,약 챙길 시간이야?,0
INTENT_INFERENCE_PROMPT,이번 주 약 복용 스케줄 보여줘,0
INTENT_INFERENCE_PROMPT,이 약은 언제 먹는 거야?,0
INTENT_INFERENCE_PROMPT,오늘 약 언제 먹어야 해?,0
INTENT_INFERENCE_PROMPT,약 먹을 시간 알려줘,0
INTENT_INFERENCE_PROMPT,약 챙길 시간이야?,0
INTENT_INFERENCE_PROMPT,요즘 날씨가 좋아서 기분이 좋아,1
INTENT_INFERENCE_PROMPT,오늘은 뭐 하고 지낼까?,1
INTENT_INFERENCE_PROMPT,밥은 드셨어요?,1
INTENT_INFERENCE_PROMPT,오늘도 좋은 하루 되세요!,1
INTENT_INFERENCE_PROMPT,기분이 꿀꿀하네,1
INTENT_INFERENCE_PROMPT,요즘 날씨가 좋아서 기분이 좋아,1
INTENT_INFERENCE_PROMPT,오늘은 뭐 하고 지낼까?,1
INTENT_INFERENCE_PROMPT,밥은 드셨어요?,1
INTENT_INFERENCE_PROMPT,오늘도 좋은 하루 되세요!,1
INTENT_INFERENCE_PROMPT,기분이 꿀꿀하네,1
INTENT_INFERENCE_PROMPT,요즘 날씨가 좋아서 기분이 좋아,1
INTENT_INFERENCE_PROMPT,오늘은 뭐 하고 지낼까?,1
INTENT_INFERENCE_PROMPT,밥은 드셨어요?,1
INTENT_INFERENCE_PROMPT,오늘도 좋은 하루 되세요!,1
INTENT_INFERENCE_PROMPT,기분이 꿀꿀하네,1
INTENT_INFERENCE_PROMPT,요즘 날씨가 좋아서 기분이 좋아,1
INTENT_INFERENCE_PROMPT,오늘은 뭐 하고 지낼까?,1
INTENT_INFERENCE_PROMPT,밥은 드셨어요?,1
INTENT_INFERENCE_PROMPT,오늘도 좋은 하루 되세요!,1
INTENT_INFERENCE_PROMPT,기분이 꿀꿀하네,1
INTENT_INFERENCE_PROMPT,요즘 날씨가 좋아서 기분이 좋아,1
INTENT_INFERENCE_PROMPT,오늘은 뭐 하고 지낼까?,1
INTENT_INFERENCE_PROMPT,밥은 드셨어요?,1
INTENT_INFERENCE_PROMPT,오늘도 좋은 하루 되세요!,1
INTENT_INFERENCE_PROMPT,기분이 꿀꿀하네,1
INTENT_INFERENCE_PROMPT,요즘 날씨가 좋아서 기분이 좋아,1
INTENT_INFERENCE_PROMPT,오늘은 뭐 하고 지낼까?,1
INTENT_INFERENCE_PROMPT,밥은 드셨어요?,1
INTENT_INFERENCE_PROMPT,오늘도 좋은 하루 되세요!,1
INTENT_INFERENCE_PROMPT,기분이 꿀꿀하네,1
INTENT_INFERENCE_PROMPT,요즘 날씨가 좋아서 기분이 좋아,1
INTENT_INFERENCE_PROMPT,오늘은 뭐 하고 지낼까?,1
INTENT_INFERENCE_PROMPT,밥은 드셨어요?,1
INTENT_INFERENCE_PROMPT,그게... 음 뭐더라,2
INTENT_INFERENCE_PROMPT,음... 잘 모르겠어,2
INTENT_INFERENCE_PROMPT,흠... 응,2
INTENT_INFERENCE_PROMPT,...,2
INTENT_INFERENCE_PROMPT,글쎄다,2
INTENT_INFERENCE_PROMPT,그게... 음 뭐더라,2
INTENT_INFERENCE_PROMPT,음... 잘 모르겠어,2
INTENT_INFERENCE_PROMPT,흠... 응,2
INTENT_INFERENCE_PROMPT,...,2
INTENT_INFERENCE_PROMPT,글쎄다,2
INTENT_INFERENCE_PROMPT,그게... 음 뭐더라,2
INTENT_INFERENCE_PROMPT,음... 잘 모르겠어,2
INTENT_INFERENCE_PROMPT,흠... 응,2
INTENT_INFERENCE_PROMPT,...,2
INTENT_INFERENCE_PROMPT,글쎄다,2
INTENT_INFERENCE_PROMPT,그게... 음 뭐더라,2
INTENT_INFERENCE_PROMPT,음... 잘 모르겠어,2
INTENT_INFERENCE_PROMPT,흠... 응,2
INTENT_INFERENCE_PROMPT,...,2
INTENT_INFERENCE_PROMPT,글쎄다,2
INTENT_INFERENCE_PROMPT,그게... 음 뭐더라,2
INTENT_INFERENCE_PROMPT,음... 잘 모르겠어,2
INTENT_INFERENCE_PROMPT,흠... 응,2
INTENT_INFERENCE_PROMPT,...,2
INTENT_INFERENCE_PROMPT,글쎄다,2
INTENT_INFERENCE_PROMPT,그게... 음 뭐더라,2
INTENT_INFERENCE_PROMPT,음... 잘 모르겠어,2
INTENT_INFERENCE_PROMPT,흠... 응,2
INTENT_INFERENCE_PROMPT,...,2
INTENT_INFERENCE_PROMPT,글쎄다,2
INTENT_INFERENCE_PROMPT,그게... 음 뭐더라,2
INTENT_INFERENCE_PROMPT,음... 잘 모르겠어,2
INTENT_INFERENCE_PROMPT,흠... 응,2
